atm_inventario_año;atm_inventario_grupo_cont;atm_inventario_sector;atm_inventario_cont_desc;atm_inventario_cont_unidades;atm_inventario_cont_cantidad
2017;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;TRI;kg;0.00
2017;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;TRI;kg;0.00
2017;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;TRI;kg;0.00
2017;Contaminantes orgánicos persistentes;07 Transporte por carretera;TRI;kg;0.00
2017;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;TRI;kg;0.00
2017;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;TRI;kg;0.00
2017;Contaminantes orgánicos persistentes;10 Agricultura;TRI;kg;0.00
2017;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);TRI;kg;0.00
2017;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;PER;kg;0.00
2017;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;PER;kg;0.00
2017;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;PER;kg;0.00
2017;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;PER;kg;0.00
2017;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;PER;kg;0.00
2017;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;PER;kg;0.00
2017;Contaminantes orgánicos persistentes;07 Transporte por carretera;PER;kg;0.00
2017;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;PER;kg;0.00
2017;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;PER;kg;0.00
2017;Contaminantes orgánicos persistentes;10 Agricultura;PER;kg;0.00
2017;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);PER;kg;0.00
2017;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;TCB;kg;0.00
2017;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;TCB;kg;0.00
2017;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;TCB;kg;0.00
2017;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;TCB;kg;0.00
2017;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;TCB;kg;0.00
2017;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;TCB;kg;0.00
2017;Contaminantes orgánicos persistentes;07 Transporte por carretera;TCB;kg;0.00
2017;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;TCB;kg;0.00
2017;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;TCB;kg;0.00
2017;Contaminantes orgánicos persistentes;10 Agricultura;TCB;kg;0.00
2017;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);TCB;kg;0.00
2017;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;TCE;kg;0.00
2017;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;TCE;kg;0.00
2017;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;TCE;kg;0.00
2017;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;TCE;kg;0.00
2017;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;TCE;kg;0.00
2017;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;TCE;kg;0.00
2017;Contaminantes orgánicos persistentes;07 Transporte por carretera;TCE;kg;0.00
2017;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;TCE;kg;0.00
2017;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;TCE;kg;0.00
2017;Contaminantes orgánicos persistentes;10 Agricultura;TCE;kg;0.00
2017;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);TCE;kg;0.00
2017;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;DIOX;g;0.01
2017;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;DIOX;g;0.05
2017;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;DIOX;g;1.25
2017;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;DIOX;g;0.25
2017;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;DIOX;g;0.00
2017;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;DIOX;g;0.00
2017;Contaminantes orgánicos persistentes;07 Transporte por carretera;DIOX;g;0.33
2017;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;DIOX;g;0.26
2017;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;DIOX;g;0.01
2017;Contaminantes orgánicos persistentes;10 Agricultura;DIOX;g;0.01
2017;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);DIOX;g;0.00
2017;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;HAP;kg;0.01
2017;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;HAP;kg;28.77
2017;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;HAP;kg;168.85
2017;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;HAP;kg;5.22
2017;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;HAP;kg;0.00
2017;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;HAP;kg;0.00
2017;Contaminantes orgánicos persistentes;07 Transporte por carretera;HAP;kg;1251.91
2017;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;HAP;kg;4.39
2017;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;HAP;kg;0.00
2017;Contaminantes orgánicos persistentes;10 Agricultura;HAP;kg;196.83
2017;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);HAP;kg;2.08
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;SOx;t;0.15
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;SOx;t;1102.46
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;SOx;t;1087.63
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;SOx;t;31.17
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;SOx;t;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;SOx;t;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;SOx;t;39.15
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;SOx;t;207.06
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;SOx;t;3.67
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;SOx;t;10.50
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);SOx;t;0.33
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;NOx;t;279.81
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;NOx;t;9308.59
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;NOx;t;2253.50
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;NOx;t;48.77
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;NOx;t;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;NOx;t;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;NOx;t;32323.45
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;NOx;t;4546.86
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;NOx;t;209.12
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;NOx;t;119.25
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);NOx;t;3.21
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;COVNM;t;1.61
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;COVNM;t;1562.26
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;COVNM;t;869.73
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;COVNM;t;648.13
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;COVNM;t;1722.85
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;COVNM;t;40892.72
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;COVNM;t;3967.80
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;COVNM;t;247.83
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;COVNM;t;15.66
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;COVNM;t;245.54
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);COVNM;t;39096.21
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;CH4;t;4.71
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;CH4;t;2579.44
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;CH4;t;315.47
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;CH4;t;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;CH4;t;5997.98
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;CH4;t;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;CH4;t;703.06
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;CH4;t;15.24
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;CH4;t;59464.88
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;CH4;t;7643.34
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);CH4;t;3.09
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;CO;t;497.75
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;CO;t;10438.84
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;CO;t;3429.01
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;CO;t;2375.82
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;CO;t;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;CO;t;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;CO;t;44081.97
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;CO;t;1786.34
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;CO;t;243.25
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;CO;t;982.32
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);CO;t;47.31
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;CO2;kt;27.92
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;CO2;kt;4896.33
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;CO2;kt;1086.49
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;CO2;kt;415.98
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;CO2;kt;0.07
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;CO2;kt;104.93
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;CO2;kt;8231.40
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;CO2;kt;868.37
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;CO2;kt;80.20
